------------ Generated ActiGraph data date format M/d/yyyy at 80 Hz  -----------
Start Time 09:30:05.500
Start Date 1/1/2000
--------------------------------------------------
Accelerometer X,Accelerometer Y,Accelerometer Z
-7.823,0.800,-0.094
-7.822,0.801,-0.090
-7.822,0.801,-0.089
-7.822,0.799,-0.089
-7.823,0.797,-0.092
-7.824,0.794,-0.096
-7.826,0.789,-0.102
-7.828,0.784,-0.111
-7.831,0.778,-0.121
-7.834,0.771,-0.132
-7.837,0.763,-0.146
-7.841,0.755,-0.161
-7.846,0.746,-0.177
-7.850,0.736,-0.195
-7.855,0.725,-0.215
-7.860,0.714,-0.235
-7.866,0.702,-0.256
-7.872,0.690,-0.279
-7.878,0.677,-0.302
-7.884,0.664,-0.325
-7.890,0.651,-0.349
-7.896,0.638,-0.374
-7.903,0.624,-0.399
-7.909,0.611,-0.423
-7.915,0.598,-0.448
-7.921,0.584,-0.472
-7.927,0.572,-0.495
-7.933,0.559,-0.518
-7.939,0.547,-0.541
-7.945,0.535,-0.562
-7.950,0.524,-0.583
-7.955,0.513,-0.602
-7.960,0.503,-0.620
-7.964,0.494,-0.636
-7.968,0.485,-0.651
-7.971,0.477,-0.665
-7.975,0.470,-0.676
-7.977,0.464,-0.686
-7.979,0.459,-0.695
-7.981,0.455,-0.701
-7.982,0.452,-0.705
-7.983,0.449,-0.708
-7.983,0.448,-0.708
-7.983,0.448,-0.707
-7.983,0.448,-0.703
-7.981,0.450,-0.698
-7.980,0.452,-0.691
-7.978,0.456,-0.681
-7.975,0.460,-0.670
-7.972,0.466,-0.658
-7.969,0.472,-0.643
-7.965,0.479,-0.627
-7.961,0.487,-0.609
-7.956,0.495,-0.590
-7.951,0.504,-0.570
-7.946,0.514,-0.549
-7.940,0.524,-0.526
-7.935,0.534,-0.503
-7.929,0.545,-0.479
-7.923,0.557,-0.454
-7.917,0.568,-0.429
-7.911,0.580,-0.404
-7.904,0.592,-0.378
-7.898,0.603,-0.352
-7.892,0.615,-0.327
-7.886,0.626,-0.302
-7.880,0.638,-0.277
-7.874,0.649,-0.253
-7.868,0.659,-0.230
-7.863,0.669,-0.207
-7.858,0.679,-0.186
-7.853,0.688,-0.166
-7.848,0.697,-0.147
-7.844,0.704,-0.129
-7.840,0.711,-0.113
-7.837,0.717,-0.098
-7.834,0.723,-0.086
-7.831,0.727,-0.075
-7.829,0.731,-0.065
-7.827,0.733,-0.058
-7.826,0.735,-0.053
-7.825,0.736,-0.049
-7.825,0.735,-0.048
-7.826,0.734,-0.048
-7.826,0.732,-0.051
-7.828,0.728,-0.055
-7.829,0.724,-0.061
-7.832,0.719,-0.070
-7.834,0.713,-0.080
-7.837,0.706,-0.091
-7.841,0.698,-0.105
-7.845,0.690,-0.120
-7.849,0.680,-0.136
-7.854,0.670,-0.154
-7.859,0.659,-0.173
-7.864,0.648,-0.194
-7.869,0.636,-0.215
-7.875,0.624,-0.238
-7.881,0.612,-0.261
-7.887,0.599,-0.284
-7.893,0.586,-0.308
-7.900,0.572,-0.333
-7.906,0.559,-0.357
-7.912,0.545,-0.382
-7.919,0.532,-0.406
-7.925,0.519,-0.431
-7.931,0.506,-0.454
-7.937,0.494,-0.477
-7.943,0.481,-0.500
-7.948,0.470,-0.521
-7.953,0.458,-0.541
-7.958,0.448,-0.561
-7.963,0.438,-0.579
-7.967,0.428,-0.595
-7.971,0.420,-0.610
-7.975,0.412,-0.624
-7.978,0.405,-0.635
-7.981,0.399,-0.645
-7.983,0.394,-0.653
-7.985,0.389,-0.660
-7.986,0.386,-0.664
-7.987,0.384,-0.667
-7.987,0.383,-0.667
-7.987,0.382,-0.666
-7.986,0.383,-0.662
-7.985,0.384,-0.657
-7.983,0.387,-0.649
-7.981,0.391,-0.640
-7.978,0.395,-0.629
-7.975,0.400,-0.616
-7.972,0.407,-0.602
-7.968,0.413,-0.586
-7.964,0.421,-0.568
-7.959,0.430,-0.549
-7.954,0.439,-0.529
-7.949,0.448,-0.508
-7.944,0.458,-0.485
-7.938,0.469,-0.462
-7.932,0.480,-0.438
-7.926,0.491,-0.413
-7.920,0.503,-0.388
-7.914,0.514,-0.362
-7.908,0.526,-0.337
-7.901,0.538,-0.311
-7.895,0.550,-0.286
-7.889,0.561,-0.260
-7.883,0.572,-0.236
-7.877,0.583,-0.212
-7.872,0.594,-0.188
-7.866,0.604,-0.166
-7.861,0.614,-0.145
-7.856,0.623,-0.124
-7.851,0.631,-0.105
-7.847,0.639,-0.088
-7.843,0.646,-0.072
-7.840,0.652,-0.057
-7.837,0.657,-0.044
-7.834,0.662,-0.033
-7.832,0.665,-0.024
-7.831,0.668,-0.017
-7.829,0.669,-0.011
-7.829,0.670,-0.008
-7.828,0.670,-0.006
-7.829,0.668,-0.007
-7.829,0.666,-0.009
-7.831,0.663,-0.014
-7.832,0.659,-0.020
-7.835,0.653,-0.028
-7.837,0.647,-0.038
-7.840,0.640,-0.050
-7.844,0.633,-0.063
-7.848,0.624,-0.078
-7.852,0.615,-0.095
-7.857,0.605,-0.113
-7.862,0.594,-0.132
-7.867,0.583,-0.152
-7.873,0.571,-0.174
-7.878,0.559,-0.196
-7.884,0.546,-0.219
-7.890,0.533,-0.243
-7.897,0.520,-0.267
-7.903,0.507,-0.291
-7.909,0.493,-0.316
-7.915,0.480,-0.341
-7.922,0.467,-0.365
-7.928,0.454,-0.389
-7.934,0.441,-0.413
-7.940,0.428,-0.436
-7.946,0.416,-0.458
-7.951,0.404,-0.480
-7.956,0.393,-0.500
-7.961,0.382,-0.519
-7.966,0.372,-0.537
-7.970,0.363,-0.554
-7.974,0.354,-0.569
-7.978,0.346,-0.582
-7.981,0.339,-0.594
-7.984,0.333,-0.604
-7.986,0.328,-0.612
-7.988,0.324,-0.618
-7.989,0.321,-0.623
-7.990,0.318,-0.625
-7.990,0.317,-0.626
-7.990,0.317,-0.624
-7.989,0.317,-0.621
-7.988,0.319,-0.615
-7.986,0.322,-0.608
-7.984,0.325,-0.599
-7.981,0.330,-0.588
-7.978,0.335,-0.575
-7.975,0.341,-0.560
-7.971,0.348,-0.544
-7.967,0.356,-0.527
-7.962,0.364,-0.508
-7.957,0.373,-0.487
-7.952,0.383,-0.466
-7.947,0.393,-0.444
-7.941,0.403,-0.420
-7.935,0.414,-0.396
-7.929,0.426,-0.371
-7.923,0.437,-0.346
-7.917,0.449,-0.321
-7.911,0.461,-0.295
-7.904,0.472,-0.270
-7.898,0.484,-0.244
-7.892,0.495,-0.219
-7.886,0.507,-0.194
-7.880,0.518,-0.170
-7.874,0.528,-0.147
-7.869,0.538,-0.124
-7.864,0.548,-0.103
-7.859,0.557,-0.083
-7.854,0.566,-0.064
-7.850,0.573,-0.046
-7.846,0.580,-0.030
-7.843,0.586,-0.016
-7.840,0.592,-0.003
-7.837,0.596,0.008
-7.835,0.600,0.017
-7.833,0.602,0.025
-7.832,0.604,0.030
-7.831,0.605,0.034
-7.831,0.604,0.035
-7.831,0.603,0.035
-7.832,0.601,0.032
-7.834,0.597,0.028
-7.835,0.593,0.022
-7.837,0.588,0.013
-7.840,0.582,0.003
-7.843,0.575,-0.008
-7.847,0.567,-0.022
-7.851,0.558,-0.037
-7.855,0.549,-0.053
-7.860,0.539,-0.071
-7.865,0.528,-0.090
-7.870,0.517,-0.111
-7.875,0.505,-0.132
-7.881,0.493,-0.155
-7.887,0.481,-0.178
-7.893,0.468,-0.201
-7.899,0.454,-0.225
-7.906,0.441,-0.250
-7.912,0.428,-0.274
-7.918,0.414,-0.299
-7.924,0.401,-0.323
-7.931,0.388,-0.348
-7.937,0.375,-0.371
-7.943,0.362,-0.394
-7.948,0.350,-0.417
-7.954,0.338,-0.438
-7.959,0.327,-0.458
-7.964,0.316,-0.478
-7.969,0.306,-0.495
-7.973,0.297,-0.512
-7.977,0.288,-0.527
-7.980,0.281,-0.540
-7.984,0.274,-0.552
-7.986,0.268,-0.562
-7.988,0.262,-0.570
-7.990,0.258,-0.577
-7.991,0.255,-0.581
-7.992,0.253,-0.583
-7.992,0.251,-0.584
-7.992,0.251,-0.582
-7.992,0.252,-0.579
-7.990,0.253,-0.574
-7.989,0.256,-0.566
-7.987,0.259,-0.557
-7.984,0.264,-0.546
-7.981,0.269,-0.533
-7.977,0.275,-0.519
-7.974,0.282,-0.503
-7.969,0.290,-0.485
-7.965,0.298,-0.466
-7.960,0.307,-0.446
-7.955,0.317,-0.424
-7.949,0.327,-0.402
-7.944,0.338,-0.379
-7.938,0.349,-0.354
-7.932,0.360,-0.330
-7.926,0.372,-0.305
-7.919,0.383,-0.279
-7.913,0.395,-0.253
-7.907,0.407,-0.228
-7.901,0.418,-0.202
-7.894,0.430,-0.177
-7.888,0.441,-0.153
-7.883,0.452,-0.128
-7.877,0.463,-0.105
-7.871,0.473,-0.083
-7.866,0.482,-0.061
-7.861,0.491,-0.041
-7.857,0.500,-0.022
-7.853,0.508,-0.004
-7.849,0.515,0.012
-7.845,0.521,0.026
-7.842,0.526,0.039
-7.840,0.530,0.050
-7.837,0.534,0.059
-7.836,0.537,0.067
-7.835,0.538,0.072
-7.834,0.539,0.075
-7.834,0.539,0.077
-7.834,0.537,0.077
-7.835,0.535,0.074
-7.836,0.532,0.070
-7.838,0.527,0.063
-7.840,0.522,0.055
-7.843,0.516,0.045
-7.846,0.509,0.033
-7.849,0.501,0.020
-7.853,0.493,0.005
-7.857,0.483,-0.012
-7.862,0.473,-0.029
-7.867,0.463,-0.049
-7.872,0.451,-0.069
-7.878,0.440,-0.090
-7.883,0.427,-0.113
-7.889,0.415,-0.136
-7.895,0.402,-0.159
-7.902,0.389,-0.184
-7.908,0.375,-0.208
-7.914,0.362,-0.233
-7.920,0.349,-0.257
-7.927,0.335,-0.282
-7.933,0.322,-0.306
-7.939,0.309,-0.329
-7.945,0.297,-0.352
-7.951,0.285,-0.375
-7.956,0.273,-0.396
-7.961,0.261,-0.416
-7.966,0.251,-0.436
-7.971,0.241,-0.454
-7.975,0.231,-0.470
-7.979,0.223,-0.485
-7.983,0.215,-0.499
-7.986,0.208,-0.510
-7.988,0.202,-0.520
-7.991,0.197,-0.528
-7.992,0.193,-0.535
-7.994,0.189,-0.539
-7.994,0.187,-0.542
-7.995,0.186,-0.542
-7.994,0.185,-0.541
-7.994,0.186,-0.537
-7.993,0.188,-0.532
-7.991,0.190,-0.524
-7.989,0.194,-0.515
-7.986,0.198,-0.504
-7.983,0.204,-0.491
-7.980,0.210,-0.477
-7.976,0.217,-0.461
-7.971,0.224,-0.443
-7.967,0.233,-0.424
-7.962,0.242,-0.404
-7.957,0.251,-0.382
-7.951,0.262,-0.360
-7.946,0.272,-0.337
-7.940,0.283,-0.313
-7.934,0.294,-0.288
-7.928,0.306,-0.263
-7.921,0.318,-0.237
-7.915,0.329,-0.212
-7.909,0.341,-0.186
-7.903,0.353,-0.160
-7.897,0.364,-0.135
-7.891,0.375,-0.111
-7.885,0.386,-0.086
-7.879,0.397,-0.063
-7.874,0.407,-0.041
-7.868,0.417,-0.019
-7.863,0.426,0.001
-7.859,0.434,0.020
-7.855,0.442,0.038
-7.851,0.449,0.054
-7.847,0.455,0.068
-7.844,0.460,0.081
-7.842,0.465,0.092
-7.839,0.468,0.101
-7.838,0.471,0.109
-7.837,0.472,0.114
-7.836,0.473,0.117
-7.836,0.473,0.119
-7.836,0.471,0.119
-7.837,0.469,0.116
-7.838,0.466,0.112
-7.840,0.462,0.105
-7.842,0.457,0.097
-7.845,0.450,0.087
-7.848,0.443,0.075
-7.851,0.436,0.062
-7.855,0.427,0.047
-7.859,0.418,0.031
-7.864,0.408,0.013
-7.869,0.397,-0.007
-7.874,0.386,-0.027
-7.880,0.374,-0.048
-7.885,0.362,-0.071
-7.891,0.349,-0.094
-7.897,0.336,-0.117
-7.904,0.323,-0.142
-7.910,0.310,-0.166
-7.916,0.296,-0.191
-7.922,0.283,-0.215
-7.929,0.270,-0.240
-7.935,0.257,-0.264
-7.941,0.244,-0.287
-7.947,0.231,-0.310
-7.953,0.219,-0.333
-7.958,0.207,-0.354
-7.963,0.196,-0.374
-7.968,0.185,-0.394
-7.973,0.175,-0.412
-7.977,0.166,-0.428
-7.981,0.157,-0.443
-7.985,0.149,-0.457
-7.988,0.142,-0.468
-7.990,0.136,-0.478
-7.993,0.131,-0.486
-7.994,0.127,-0.493
-7.995,0.124,-0.497
-7.996,0.121,-0.500
-7.997,0.120,-0.500
-7.996,0.120,-0.498
-7.996,0.120,-0.495
-7.994,0.122,-0.490
-7.993,0.124,-0.482
-7.991,0.128,-0.473
-7.988,0.132,-0.462
-7.985,0.138,-0.449
-7.981,0.144,-0.435
-7.978,0.151,-0.419
-7.973,0.159,-0.401
-7.969,0.167,-0.382
-7.964,0.176,-0.362
-7.959,0.186,-0.340
-7.953,0.196,-0.318
-7.947,0.206,-0.295
-7.942,0.217,-0.270
-7.936,0.229,-0.246
-7.929,0.240,-0.221
-7.923,0.252,-0.195
-7.917,0.263,-0.169
-7.911,0.275,-0.144
-7.904,0.287,-0.118
-7.898,0.298,-0.093
-7.892,0.310,-0.068
-7.886,0.321,-0.044
-7.881,0.331,-0.021
-7.875,0.341,0.001
-7.870,0.351,0.023
-7.865,0.360,0.043
-7.861,0.368,0.062
-7.856,0.376,0.080
-7.852,0.383,0.096
-7.849,0.389,0.110
-7.846,0.395,0.123
-7.843,0.399,0.134
-7.841,0.402,0.143
-7.839,0.405,0.151
-7.838,0.407,0.156
-7.838,0.407,0.160
-7.837,0.407,0.161
-7.838,0.406,0.161
-7.838,0.403,0.158
-7.840,0.400,0.154
-7.841,0.396,0.148
-7.843,0.391,0.139
-7.846,0.385,0.129
-7.849,0.378,0.118
-7.853,0.370,0.104
-7.857,0.361,0.089
-7.861,0.352,0.073
-7.866,0.342,0.055
-7.870,0.331,0.036
-7.876,0.320,0.015
-7.881,0.308,-0.006
-7.887,0.296,-0.029
-7.893,0.283,-0.052
-7.899,0.270,-0.075
-7.905,0.257,-0.099
-7.911,0.244,-0.124
-7.918,0.231,-0.148
-7.924,0.217,-0.173
-7.930,0.204,-0.197
-7.936,0.191,-0.221
-7.942,0.178,-0.245
-7.948,0.165,-0.268
-7.954,0.153,-0.290
-7.960,0.141,-0.312
-7.965,0.130,-0.332
-7.970,0.119,-0.351
-7.974,0.109,-0.369
-7.979,0.100,-0.386
-7.983,0.091,-0.401
-7.986,0.083,-0.414
-7.989,0.076,-0.426
-7.992,0.070,-0.436
-7.994,0.065,-0.444
-7.996,0.061,-0.451
-7.997,0.058,-0.455
-7.998,0.055,-0.457
-7.998,0.054,-0.458
-7.998,0.054,-0.456
-7.997,0.054,-0.453
-7.996,0.056,-0.447
-7.994,0.059,-0.440
-7.992,0.062,-0.431
-7.989,0.067,-0.420
-7.986,0.072,-0.407
-7.983,0.078,-0.392
-7.979,0.085,-0.376
-7.975,0.093,-0.359
-7.970,0.101,-0.340
-7.965,0.110,-0.320
-7.960,0.120,-0.298
-7.954,0.130,-0.276
-7.949,0.141,-0.252
-7.943,0.152,-0.228
-7.937,0.163,-0.203
-7.931,0.174,-0.178
-7.925,0.186,-0.153
-7.918,0.198,-0.127
-7.912,0.209,-0.102
-7.906,0.221,-0.076
-7.900,0.233,-0.051
-7.894,0.244,-0.026
-7.888,0.255,-0.002
-7.882,0.265,0.021
-7.877,0.275,0.044
-7.871,0.285,0.065
-7.866,0.294,0.085
-7.862,0.303,0.104
-7.858,0.310,0.122
-7.854,0.317,0.138
-7.850,0.323,0.153
-7.847,0.329,0.165
-7.845,0.333,0.176
-7.842,0.337,0.186
-7.841,0.339,0.193
-7.839,0.341,0.198
-7.839,0.342,0.202
-7.839,0.341,0.203
-7.839,0.340,0.203
-7.840,0.338,0.201
-7.841,0.334,0.196
-7.843,0.330,0.190
-7.845,0.325,0.182
-7.847,0.319,0.172
-7.850,0.312,0.160
-7.854,0.304,0.147
-7.858,0.295,0.131
-7.862,0.286,0.115
-7.867,0.276,0.097
-7.872,0.265,0.078
-7.877,0.254,0.057
-7.882,0.242,0.036
-7.888,0.230,0.014
-7.894,0.217,-0.009
-7.900,0.205,-0.033
-7.906,0.191,-0.057
-7.913,0.178,-0.081
-7.919,0.165,-0.106
-7.925,0.151,-0.131
-7.931,0.138,-0.155
-7.938,0.125,-0.179
-7.944,0.112,-0.203
-7.949,0.099,-0.226
-7.955,0.087,-0.248
-7.961,0.075,-0.270
-7.966,0.064,-0.290
-7.971,0.053,-0.309
-7.975,0.043,-0.327
-7.980,0.034,-0.344
-7.984,0.025,-0.359
-7.987,0.018,-0.372
-7.990,0.011,-0.384
-7.993,0.005,-0.394
-7.995,-0.001,-0.402
-7.997,-0.005,-0.408
-7.998,-0.008,-0.413
-7.999,-0.010,-0.415
-7.999,-0.012,-0.415
-7.999,-0.012,-0.414
-7.998,-0.011,-0.410
-7.997,-0.010,-0.405
-7.995,-0.007,-0.398
-7.993,-0.004,-0.388
-7.990,0.001,-0.377
-7.987,0.006,-0.365
-7.984,0.012,-0.350
-7.980,0.019,-0.334
-7.976,0.027,-0.316
-7.971,0.035,-0.297
-7.966,0.044,-0.277
-7.961,0.054,-0.256
-7.955,0.064,-0.233
-7.950,0.075,-0.210
-7.944,0.086,-0.186
-7.938,0.097,-0.161
-7.932,0.108,-0.136
-7.925,0.120,-0.110
-7.919,0.132,-0.085
-7.913,0.144,-0.059
-7.907,0.155,-0.034
-7.901,0.167,-0.009
-7.895,0.178,0.016
-7.889,0.189,0.040
-7.883,0.199,0.064
-7.877,0.210,0.086
-7.872,0.219,0.107
-7.867,0.228,0.128
-7.863,0.237,0.147
-7.858,0.244,0.164
-7.855,0.251,0.180
-7.851,0.258,0.195
-7.848,0.263,0.208
-7.845,0.267,0.219
-7.843,0.271,0.228
-7.842,0.273,0.235
-7.840,0.275,0.241
-7.840,0.276,0.244
-7.839,0.275,0.246
-7.840,0.274,0.245
-7.840,0.272,0.243
-7.842,0.268,0.238
-7.843,0.264,0.232
-7.846,0.259,0.224
-7.848,0.253,0.214
-7.851,0.246,0.202
-7.855,0.238,0.189
-7.859,0.230,0.174
-7.863,0.220,0.157
-7.868,0.210,0.139
-7.872,0.199,0.120
-7.878,0.188,0.100
-7.883,0.176,0.078
-7.889,0.164,0.056
-7.895,0.152,0.033
-7.901,0.139,0.009
-7.907,0.126,-0.015
-7.913,0.112,-0.039
-7.920,0.099,-0.064
-7.926,0.085,-0.088
-7.932,0.072,-0.113
-7.938,0.059,-0.137
-7.944,0.046,-0.160
-7.950,0.034,-0.183
-7.956,0.021,-0.206
-7.961,0.009,-0.227
-7.967,-0.002,-0.248
-7.972,-0.012,-0.267
-7.976,-0.023,-0.285
-7.980,-0.032,-0.301
-7.984,-0.040,-0.316
-7.988,-0.048,-0.330
-7.991,-0.055,-0.341
-7.994,-0.061,-0.351
-7.996,-0.066,-0.360
-7.997,-0.071,-0.366
-7.999,-0.074,-0.370
-7.999,-0.076,-0.373
-8.000,-0.078,-0.373
-7.999,-0.078,-0.372
-7.999,-0.077,-0.368
-7.998,-0.076,-0.363
-7.996,-0.073,-0.355
-7.994,-0.070,-0.346
-7.991,-0.065,-0.335
-7.988,-0.060,-0.322
-7.984,-0.054,-0.308
-7.981,-0.047,-0.292
-7.976,-0.039,-0.274
-7.972,-0.031,-0.255
-7.967,-0.022,-0.235
-7.962,-0.012,-0.213
-7.956,-0.002,-0.191
-7.950,0.009,-0.168
-7.945,0.020,-0.143
-7.938,0.031,-0.119
-7.932,0.043,-0.094
-7.926,0.054,-0.068
-7.920,0.066,-0.042
-7.914,0.078,-0.017
-7.907,0.089,0.009
-7.901,0.101,0.034
-7.895,0.112,0.059
-7.889,0.123,0.083
-7.884,0.134,0.106
-7.878,0.144,0.128
-7.873,0.153,0.150
-7.868,0.162,0.170
-7.863,0.171,0.189
-7.859,0.179,0.207
-7.855,0.185,0.223
-7.852,0.192,0.237
-7.849,0.197,0.250
-7.846,0.201,0.261
-7.844,0.205,0.270
-7.842,0.207,0.278
-7.841,0.209,0.283
-7.840,0.210,0.287
-7.840,0.209,0.288
-7.840,0.208,0.288
-7.841,0.206,0.285
-7.842,0.203,0.281
-7.844,0.198,0.275
-7.846,0.193,0.266
-7.849,0.187,0.256
-7.852,0.180,0.245
-7.855,0.172,0.231
-7.859,0.164,0.216
-7.863,0.154,0.200
-7.868,0.144,0.182
-7.873,0.134,0.163
-7.878,0.122,0.142
-7.884,0.111,0.121
-7.889,0.098,0.099
-7.895,0.086,0.076
-7.901,0.073,0.052
-7.907,0.060,0.028
-7.914,0.046,0.003
-7.920,0.033,-0.021
-7.926,0.020,-0.046
-7.932,0.006,-0.070
-7.939,-0.007,-0.094
-7.945,-0.020,-0.118
-7.951,-0.032,-0.141
-7.956,-0.045,-0.163
-7.962,-0.056,-0.185
-7.967,-0.068,-0.205
-7.972,-0.078,-0.224
-7.977,-0.088,-0.242
-7.981,-0.098,-0.259
-7.985,-0.106,-0.274
-7.988,-0.114,-0.287
-7.991,-0.121,-0.299
-7.994,-0.127,-0.309
-7.996,-0.132,-0.317
-7.998,-0.137,-0.323
-7.999,-0.140,-0.328
-8.000,-0.142,-0.330
-8.000,-0.144,-0.331
-8.000,-0.144,-0.329
-7.999,-0.143,-0.326
-7.998,-0.142,-0.320
-7.996,-0.139,-0.313
-7.994,-0.135,-0.304
-7.991,-0.131,-0.293
-7.988,-0.126,-0.280
-7.985,-0.120,-0.265
-7.981,-0.113,-0.249
-7.977,-0.105,-0.232
-7.972,-0.096,-0.213
-7.967,-0.087,-0.192
-7.962,-0.078,-0.171
-7.956,-0.068,-0.148
-7.951,-0.057,-0.125
-7.945,-0.046,-0.101
-7.939,-0.035,-0.076
-7.933,-0.023,-0.051
-7.926,-0.012,-0.026
-7.920,-0.000,-0.000
-7.914,0.012,0.026
-7.907,0.023,0.051
-7.901,0.035,0.076
-7.895,0.046,0.101
-7.889,0.057,0.125
-7.884,0.068,0.148
-7.878,0.078,0.171
-7.873,0.087,0.192
-7.868,0.096,0.213
-7.863,0.105,0.232
-7.859,0.113,0.249
-7.855,0.120,0.265
-7.852,0.126,0.280
-7.849,0.131,0.293
-7.846,0.135,0.304
-7.844,0.139,0.313
-7.842,0.142,0.320
-7.841,0.143,0.326
-7.840,0.144,0.329
-7.840,0.144,0.331
-7.840,0.142,0.330
-7.841,0.140,0.328
-7.842,0.137,0.323
-7.844,0.132,0.317
-7.846,0.127,0.309
-7.849,0.121,0.299
-7.852,0.114,0.287
-7.855,0.106,0.274
-7.859,0.098,0.259
-7.863,0.088,0.242
-7.868,0.078,0.224
-7.873,0.068,0.205
-7.878,0.056,0.185
-7.884,0.045,0.163
-7.889,0.032,0.141
-7.895,0.020,0.118
-7.901,0.007,0.094
-7.907,-0.006,0.070
-7.914,-0.020,0.046
-7.920,-0.033,0.021
-7.926,-0.046,-0.003
-7.932,-0.060,-0.028
-7.939,-0.073,-0.052
-7.945,-0.086,-0.076
-7.951,-0.098,-0.099
-7.956,-0.111,-0.121
-7.962,-0.122,-0.142
-7.967,-0.134,-0.163
-7.972,-0.144,-0.182
-7.976,-0.154,-0.200
-7.981,-0.164,-0.216
-7.985,-0.172,-0.231
-7.988,-0.180,-0.245
-7.991,-0.187,-0.256
-7.994,-0.193,-0.266
-7.996,-0.198,-0.275
-7.998,-0.203,-0.281
-7.999,-0.206,-0.285
-8.000,-0.208,-0.288
-8.000,-0.209,-0.288
-8.000,-0.210,-0.287
-7.999,-0.209,-0.283
-7.998,-0.207,-0.278
-7.996,-0.205,-0.270
-7.994,-0.201,-0.261
-7.991,-0.197,-0.250
-7.988,-0.192,-0.237
-7.985,-0.185,-0.223
-7.981,-0.179,-0.207
-7.976,-0.171,-0.189
-7.972,-0.162,-0.170
-7.967,-0.153,-0.150
-7.962,-0.144,-0.128
-7.956,-0.134,-0.106
-7.950,-0.123,-0.083
-7.945,-0.112,-0.059
-7.938,-0.101,-0.034
-7.932,-0.089,-0.009
-7.926,-0.078,0.017
-7.920,-0.066,0.042
-7.914,-0.054,0.068
-7.907,-0.043,0.094
-7.901,-0.031,0.119
-7.895,-0.020,0.143
-7.889,-0.009,0.168
-7.883,0.002,0.191
-7.878,0.012,0.213
-7.873,0.022,0.235
-7.868,0.031,0.255
-7.863,0.039,0.274
-7.859,0.047,0.292
-7.855,0.054,0.308
-7.852,0.060,0.322
-7.848,0.065,0.335
-7.846,0.070,0.346
-7.844,0.073,0.355
-7.842,0.076,0.363
-7.841,0.077,0.368
-7.840,0.078,0.372
-7.840,0.078,0.373
-7.840,0.076,0.373
-7.841,0.074,0.370
-7.842,0.071,0.366
-7.844,0.066,0.360
-7.846,0.061,0.351
-7.848,0.055,0.341
-7.851,0.048,0.330
-7.855,0.040,0.316
-7.859,0.032,0.301
-7.863,0.023,0.285
-7.868,0.012,0.267
-7.873,0.002,0.248
-7.878,-0.009,0.227
-7.883,-0.021,0.206
-7.889,-0.034,0.183
-7.895,-0.046,0.160
-7.901,-0.059,0.137
-7.907,-0.072,0.113
-7.913,-0.085,0.088
-7.920,-0.099,0.064
-7.926,-0.112,0.039
-7.932,-0.126,0.015
-7.938,-0.139,-0.009
-7.944,-0.152,-0.033
-7.950,-0.164,-0.056
-7.956,-0.176,-0.078
-7.961,-0.188,-0.100
-7.967,-0.199,-0.120
-7.971,-0.210,-0.139
-7.976,-0.220,-0.157
-7.980,-0.230,-0.174
-7.984,-0.238,-0.189
-7.988,-0.246,-0.202
-7.991,-0.253,-0.214
-7.993,-0.259,-0.224
-7.996,-0.264,-0.232
-7.997,-0.268,-0.238
-7.998,-0.272,-0.243
-7.999,-0.274,-0.245
-7.999,-0.275,-0.246
-7.999,-0.276,-0.244
-7.998,-0.275,-0.241
-7.997,-0.273,-0.235
-7.995,-0.271,-0.228
-7.993,-0.267,-0.219
-7.991,-0.263,-0.208
-7.988,-0.258,-0.195
-7.984,-0.251,-0.180
-7.980,-0.244,-0.164
-7.976,-0.237,-0.147
-7.971,-0.228,-0.128
-7.966,-0.219,-0.107
-7.961,-0.210,-0.086
-7.956,-0.199,-0.064
-7.950,-0.189,-0.040
-7.944,-0.178,-0.016
-7.938,-0.167,0.009
-7.932,-0.155,0.034
-7.926,-0.144,0.059
-7.919,-0.132,0.085
-7.913,-0.120,0.110
-7.907,-0.108,0.136
-7.901,-0.097,0.161
-7.894,-0.086,0.186
-7.889,-0.075,0.210
-7.883,-0.064,0.233
-7.877,-0.054,0.256
-7.872,-0.044,0.277
-7.867,-0.035,0.297
-7.863,-0.027,0.316
-7.858,-0.019,0.334
-7.854,-0.012,0.350
-7.851,-0.006,0.365
-7.848,-0.001,0.377
-7.845,0.004,0.388
-7.843,0.007,0.398
-7.841,0.010,0.405
-7.840,0.011,0.410
-7.839,0.012,0.414
-7.839,0.012,0.415
-7.839,0.010,0.415
-7.840,0.008,0.413
-7.841,0.005,0.408
-7.843,0.001,0.402
-7.845,-0.005,0.394
-7.848,-0.011,0.384
-7.851,-0.018,0.372
-7.854,-0.025,0.359
-7.858,-0.034,0.344
-7.862,-0.043,0.327
-7.867,-0.053,0.309
-7.872,-0.064,0.290
-7.877,-0.075,0.270
-7.883,-0.087,0.248
-7.888,-0.099,0.226
-7.894,-0.112,0.203
-7.900,-0.125,0.179
-7.906,-0.138,0.155
-7.913,-0.151,0.131
-7.919,-0.165,0.106
-7.925,-0.178,0.081
-7.931,-0.191,0.057
-7.937,-0.205,0.033
-7.943,-0.217,0.009
-7.949,-0.230,-0.014
-7.955,-0.242,-0.036
-7.961,-0.254,-0.057
-7.966,-0.265,-0.078
-7.971,-0.276,-0.097
-7.975,-0.286,-0.115
-7.979,-0.295,-0.131
-7.983,-0.304,-0.147
-7.987,-0.312,-0.160
-7.990,-0.319,-0.172
-7.993,-0.325,-0.182
-7.995,-0.330,-0.190
-7.996,-0.334,-0.196
